,Body,Label
bonus.  SourceForge is a unique site with unique challenges.  We are
looking for someone at the top of their game.Location of Job is in Fremont, California.  Please send resume and
URL's of sites you have worked on to jobs@sourceforge.net.  Text
resumes only.  (No MS WORD files!)5. SITE STATISTICSStats: (Monday 12th, 2000)
Hosted Projects: 45,194
Registered Users: 465,530
Page Views: 3,344,708 in a single day (Monday)
Files transfered in a single day: 340,838 (Monday)
Emails sent in a single day from Mailing lists: 851,143 (Monday)
Top Ten Projects1 phpMyAdmin
http://sourceforge.net/projects/phpmyadmin/
phpMyAdmin is a tool written in PHP intended to handle the
administration of MySQL over the WWW.  Currently it can create and
drop databases, create/drop/alter tables, delete/edit/add fields,
execute any SQL statement, manage keys on fields.2 Compiere ERP + CRM Business Solution
http://sourceforge.net/projects/compiere/
Smart ERP+CRM solution for small-medium enterprises (SME) in the
global marketplace covering all areas from customer management,
supply chain and accounting.  For $2-200M revenue companies looking
for ""brick and click"" first tier functionality.3 SquirrelMail
http://sourceforge.net/projects/squirrelmail/
SquirrelMail is a PHP4-based Web email client.  It includes built-in
pure PHP support for IMAP and SMTP, and renders all pages in pure
HTML 4.0 for maximum compatibility across browsers.  It also has
MIME support, folder manipulation, etc4 TUTOS
http://sourceforge.net/projects/tutos/
TUTOS is the ultimate team organization software, a web-based
groupware or ERP/CRM system to manage events/calendars, addresses,
teams, projects,tasks,bugs,mailboxes,documents and your time spent
with these things5 JBoss.org
http://sourceforge.net/projects/jboss/
The JBoss/Server is the leading Open Source, standards-compliant,
J2EE based application server implemented in 100% Pure Java6 Firewall Builder
http://sourceforge.net/projects/fwbuilder/
Object-oriented GUI and set of compilers for various firewall
platforms.  Currently implemented compilers for iptables, ipfilter
and OpenBSD pf7 openMosix
http://sourceforge.net/projects/openmosix/
openMosix is a Linux kernel extension for single-system image
clustering.  Taking n PC boxes, openMosix gives users and
applications the illusion of one single computer with n CPUs.
openMosix is perfectly scalable and adaptive.8 CDex
http://sourceforge.net/projects/cdexos/
CDex a CD-Ripper, thus extracting digital audio data from an Audio
CD. The application supports many Audio encoders, like MPEG
(MP2,MP3), VQF, AAC encoders.9 phpChrystal - An Open Intranet System
http://sourceforge.net/projects/phpchrystal/
phpChrystal ist ein OpenSource-Intranetsystem welches vorrangig auf
Lan-Partys eingesetzt werden kann.  Vorteile von phpChrystal sind
seine Portierbarkeit, Flexibilitï¿½t und Performance, da es vollends
auf PHP, MySQL und XML basiert10 Dev-C++
http://sourceforge.net/projects/dev-cpp/
Dev-C++ is an full-featured Integrated Development Environment
(IDE) for Win32 and Linux.  It uses GCC, Mingw or Cygwin as
compiler and libraries set.More Top Projects:
http://sourceforge.net/top/mostactive.php?type=weekEMAIL LIST REMOVAL:When the SF.NET team sends out a site-wide email, we sometimes see
replies that look like this:  ""Hey!! I didn't subscribe to this list!!!
You spammer. I hate you!  I hate your dog!  (insert other colorful
phrases here)"".  The truth is, when you registered on SourceForge.net
there was a check box that said ""Receive Site-wide updates, low
volume"".  You left it checked when you submitted the registration form,
hence you are receiving this email.  We send these updates every 4 to 6
weeks, so it truly is low volume.  However if you want off, this is not
a problem.  Simply click on the link below.
==================================================================
You receive this message because you subscribed to SourceForge
site mailing(s). You may opt out from some of them selectively
by logging in to SourceForge and visiting your Account Maintenance
page (http://sourceforge.net/account/), or disable them altogether
by visiting following link:",0
5977,"IN THIS ISSUE:01. Secure IE
02. Disk cleanup on XP
03. Thanks but no thanks
04. Mouseless way home
05. Kartoo
06. XP time feature
07. Leaf Peeper Alert
08. Saving scraps
09. Quick access
10. Don't believe your emailAnd What's Coming Up Next Week in NNT Premium01. SECURE IE.  For the past month or so, our Software Review Panel has 
been giving a grueling test to Secure IE, a piece of software that blocks 
Flash and pop-ups, prevents malicious file downloads, lets you customize 
Security Zone settings as you browse dozens of Web sites simultaneously up 
to five times faster with a tabbed interface, annotate Web page with sticky 
notes and highlighter, and save complete Web pages, even secure server 
(HTTPS) pages and archive online transaction receipts.  For what we believe 
is one of the most thorough reviews ever conducted on a single piece of 
software, check out what our Panel had to say at 
http://www.NeatNetTricks.com/SoftwareReviews .  For a free trial download, 
visit http://www.secureie.com .  And if this one sweeps you off your feet, 
go to the NNT Store at http://www.NeatNetTricks.com/store and get a super 
deal, just $17.50 if you order before September 14.  With a 30-day 
guarantee, what's to lose?02. DISK CLEANUP ON XP.  Windows XP users can do some fast cleaning chores 
with Disk Cleanup.  Access this tool from the Start menu by right clicking 
on your hard drive.  Then select Properties and click on the Disk Cleanup 
button to determine how many files can be safely deleted.03. THANKS BUT NO THANKS.  Continuing our periodic feature of 
less-than-useful sites on the Web:  The International Center for Bathroom 
Etiquette at http://www.icbe.org/ gets our recognition this issue.  It says 
it's working hard to bring you the latest in cutting edge research and 
technology regarding bathroom etiquette.  We'll resist some obvious puns.. . . . .West Virginia's Diane Stratton recommended NNT to some friends and is now 
enjoying QuicKeys 2.0, a great Windows management software package.  Diane 
is our latest winner and you could be next.  Just go to the NNT Web site at 
http://www.NeatNetTricks.com and click on ""Recommend NNT.""  Nothing could 
be easier.. . . . .04. MOUSELESS WAY HOME.  To go home quickly in Internet Explorer, touch F6 
to highlight the Address Bar and type two periods (..) there.  The Enter 
key then takes you home.05. KARTOO.  Search engines are everywhere on the Internet but Kartoo at 
http://www.kartoo.net is quite unusual.  It's a meta search engine that 
displays results on a map in the form of a ball.  The larger the ball, the 
more relevant the result.  As you mouseover each result, site descriptions 
are revealed.  If all that sounds confusing, the explanation is more 
complicated than the service itself.  Just try it.. . . . .You should make it a habit to visit the NNT Store at 
http://www.NeatNetTricks.com/store . We try to have several great products 
there at a limited-time price much less than anywhere else on the Net. 
Currently, you'll find excellent ebooks, a very effective popup stopper, 
and the very useful utility described in item 01 above, along with the 
usual opportunity to subscribe to NNT Premium and ArchivesExpress.  Check 
us out, you'll be glad you did.. . . . .06. XP TIME FEATURE.  Windows XP added a nice feature that heretofore 
required a separate software application.  It will connect, either at a 
programmed time or manually, to a time server via the Internet and reset 
that often erroneous internal clock.  Just click on the time in the systems 
tray, go to Date and Time Properties and click the Internet Time tab.07. LEAF PEEPER ALERT.  A bit early, but soon the changing colors of autumn 
will begin here in the U.S.  For those who like to follow the display, 
consider http://www.stormfax.com/foliage.htm for a comprehensive collection 
of links and toll-free numbers to each state to determine peak color times.08. SAVINGS SCRAPS.  Some oldies are worth repeating.  If you're working 
with text in, for example, MS Word or WordPad, and would like a handy way 
to save a portion for later easy retrieval, just select (highlight) it and 
click/drag it to your desktop.  When the newly created icon is clicked on, 
it will show the application with which the scrap was created, along with 
the first few words of the text.  A double click opens the text in the 
application with which it was created.09. QUICK ACCESS.  To go to a frequently used program, you may find 
yourself drilling down to the desktop and searching out the shortcut 
icon.  Consider instead setting up a key combination that will provide 
quick access without using the shortcut. Right click on the shortcut and 
select Properties.  In the Shortcut key window, select any key you can 
remember and click OK.  Ctrl+Alt and that key will open the application 
whenever needed.10.  DON'T BELIEVE YOUR EMAIL.  We've been asked about those emails with 
virus attachments that appear to be coming from NNT, asking for a 
confirmation of a subscription.  Don't believe it, and don't open the 
attachments.  Maybe this exchange between NNT and Lyris (our mail manager) 
will clear things up:NNT: Is there anything that can be done about the current strains of virus 
that implant on address books and randomly send email asking alleged 
subscribers to verify their subscription (when they haven't subscribed at 
all)? I've received some of these as well, and I know it's become a 
widespread problem with other ezine publishers, creating a lot of ill will 
all around.  Is there some configuration that we could change to keep 
these from going out except to legitimate subscribers?Lyris:  Unfortunately, there isn't much we can do about this since it 
isn't actually ListManager doing the sending.  The real problem is that 
people sometimes will add the ""join"" address to their address book and 
that is what causes the problems.  The best we can do is advise people not 
to have their address books set to automatically add any email address 
that they send a message to even once.  The main culprit here seems to be 
Outlook Express.WHAT'S COMING NEXT WEEK:  Another batch of Neat Net Tricks in the Premium 
issue, including:*  A great collection of information and free downloads to make your system 
more secure.*  Free software to measure and display your real-time Internet speed.*  Can you handle still another popup stopper - that's interference free - 
and at no cost?*  An easy-to-use tool to store and arrange all your passwords, user IDs, 
and other info.*  A Microsoft Word tip to easily work around that pesky autocompletion 
feature.*  A whole arsenal of tools to combat spam.*  Software that provides more than 200 interesting facts about your 
computer and displays about your CPU, memory, operating system, and your 
computer's power source.*  Our in-depth article discusses how to best manage our important 
passwords and get out of trouble when we -inevitably - forget those passwords.And more!  If you haven't subscribed yet, you won't find a better source of 
useful information for just 42 cents per issue.  That's $10 for a year's 
worth - 24 issues - at the NNT Store, http://www.NeatNetTricks.com/store .. . . . . .NNT makes no endorsement or warranty, expressed or implied, with regard to 
featured products or services. Results may vary based on operating systems 
and other variables beyond our control.For info on how to subscribe, unsubscribe, or change your address, send a 
blank email to info-neatnettricks@silver.lyris.net .Sponsor an entire issue of NNT with your exclusive message to our readers 
at very low rates. Send a blank email to 
advertise-neatnettricks@silver.lyris.net .Comments or questions about your computer and the Internet? Visit the NNT 
Bulletin Board at http://www.escribe.com/computing/neatnettricks/bb/ .NNT is hosted by Lyris.com, the best in email list management.Copyright 2002 by Jack Teems. All rights reserved. Neat Net Tricks is 
registered with the U.S. Library of Congress ISSN: 1533-4619. 
---
You are currently subscribed to neatnettricks as: xxxxxxxxxxxxxxxxx-neatnettricks@spamassassin.taint.org
To unsubscribe send a blank email to leave-neatnettricks-2424157K@silver.lyris.net
",0
5978,empty,0
5979,"----------------------------------------------------------------------
1. iSilo(TM) 3.2 for Palm OS and Pocket PC enters beta1
2. iSilo(TM) 3.2 for Windows enters beta1
3. iSiloX 3.2 for Windows and Mac OS enters beta1
4. iSiloXC 3.2 for Windows, Linux, FreeBSD, Mac OS X,
   and Solaris enter beta1
----------------------------------------------------------------------======================================================================
1. iSilo(TM) 3.2 for Palm OS and Pocket PC enters beta1
----------------------------------------------------------------------
iSilo(TM) 3.2b1 adds the following new features to iSilo 3.15:- A System Information dialog, accessible from either the document
  list view or while viewing a document through the Tools menu.
  The dialog displays the user name (e.g., owner name) and the
  associated user ID of the device.  For Palm OS, the dialog also
  displays the free and total amount of dynamic and storage memory.
- Support for iSiloX/iSiloXC generated password protected documents.
  The password protection is embedded into the document during
  conversion and can not be modified nor removed from the converted
  document.
- Support for iSiloX/iSiloXC generated registration code protected
  documents. The registration code protection is embedded into the
  document during conversion.
- Support for iSiloX/iSiloXC generated documents that include an
  expiration date. The expiration date is embedded into the document
  during conversion.
- Support for displaying Title, Author, and Publisher information
  messages through the Document Information dialog accessible through
  the Edit menu while viewing a document.Please note that this is a beta version of the software, and as
such is intended for testing purposes to help eliminate problems
and issues before the release.Please report any problems or issues you encounter by sending an
email to email@iSilo.com.  When reporting problems, please include
all potentially relevant details, including the exact steps used
to reproduce the problem, OS version, and hardware configuration.To download iSilo(TM) 3.2b1 for Palm OS(R), please go to this URL:    To download iSilo 3.2b1 for Pocket PC, please go to this URL:    
======================================================================
2. iSilo(TM) 3.2 for Windows enters beta1
----------------------------------------------------------------------
iSilo(TM) 3.2 will be the first version of iSilo for Windows
and has the requirements shown here.Basic requirements:
- Pentium or comparable processor
- Windows 95 with Internet Explorer 4.0.1 or later, Windows 98,
  Windows Millennium, Windows NT 4.0 with Service Pack 6,
  Windows 2000, or Windows XP
- 16MB of RAM for Windowsr 95 and Windows 98 (32MB recommended),
  32MB of RAM for Windows Millennium and Windows NT 4.0,
  64MB of RAM for Windows 2000 and Windows XP
- 5MB of available hard-disk space for installationAdditional functionality specific requirements:
- Additional memory required for document storage.
- iSiloX required for creating documents utilizing maximum document
  presentation capabilities.Please note that this is a beta version of the software, and as
such is intended for testing purposes to help eliminate problems
and issues before the release.Please report any problems or issues you encounter by sending an
email to email@iSilo.com.  When reporting problems, please include
all potentially relevant details, including the exact steps used
to reproduce the problem, OS version, and hardware configuration.To download iSilo 3.2b1 for Windows, please go to this URL:    
======================================================================
3. iSiloX 3.2 for Windows and Mac OS enters beta1
----------------------------------------------------------------------
iSiloX 3.2b1 adds the following features to iSiloX 3.15:- In the Security properties, added support for protecting a document
  with any or all of a password, registrationn code, and expiration
  date.
- Added a Messages property page for specifying title, author,
  publisher, password, registration code, and expiration date
  messages for the document.
- Added cookie support and a Cookies property page for managing
  cookies.Please note that this is a beta version of the software, and as
such is intended for testing purposes to help eliminate problems
and issues before the release.Please report any problems or issues you encounter by sending an
email to email@iSilo.com.  When reporting problems, please include
all potentially relevant details, including the exact steps used
to reproduce the problem, OS version, and hardware configuration.To download iSiloX 3.2b1 for Windows, please go to this URL:    To download iSiloX 3.2b1 for Mac OS, please go to this URL:    
======================================================================
4. iSiloXC 3.2 for Windows, Linux, FreeBSD, Mac OS X,
   and Solaris enter beta1
----------------------------------------------------------------------
iSiloX 3.2b1 adds the following features to iSiloX 3.15:- Added , , and  container
  elements under the  element for protecting a
  document with any or all of a password, registration code, and
  expiration date. See .ixl file format for more information.
- Added  element for specifying title, author, publisher,
  password, registration code, and expiration date messages for the
  document. See .ixl file format for more information.
- Added cookie support and the  element for managing
  cookies. See .ixl file format for more information.Please note that this is a beta version of the software, and as
such is intended for testing purposes to help eliminate problems
and issues before the release.Please report any problems or issues you encounter by sending an
email to email@iSilo.com.  When reporting problems, please include
all potentially relevant details, including the exact steps used
to reproduce the problem, OS version, and hardware configuration.To download iSiloXC 3.2b1 for Windows, please go to this URL:    To download iSiloXC 3.2b1 for Linux, please go to this URL:    To download iSiloXC 3.2b1 for FreeBSD, please go to this URL:    To download iSiloXC 3.2b1 for Mac OS X, please go to this URL:    To download iSiloXC 3.2b1 for Solaris, please go to this URL:    
----------------------------------------------------------------------
You have received this message because you subscribed to the
iSilo(TM) mailing list.  If you would like to be removed from
this list, please send an email with the subject ""unsubscribe""
to: .Please note that this email address only handles subscriptions
and unsubscriptions of the mailing list.  Any other messages
sent to this email address are automatically deleted.----------------------------------------------------------------------
iSilo(TM)             http://www.iSilo.com             email@iSilo.com",0
5980,"----------If your day starts with a tee time, then visit our Golf Section. weather.com
http://www.weather.com/RealMedia/ads/click_lx.ads/email.weather.com/email/1524095381/PageSpon/New_Media_twc_email_spon3_text/email_text_01_0713.html/34316434343763383364356332313130?_RM_REDIR_=www.weather.com/outlook/recreation/golf----------SEVERE THUNDERSTORM WARNING NATIONAL WEATHER SERVICE ALBANY NY 518 PM EDT THU AUG 15 2002 THE NATIONAL WEATHER SERVICE IN ALBANY HAS ISSUED A * SEVERE THUNDERSTORM WARNING FOR...   CENTRAL RENSSELAER COUNTY IN EASTERN NEW YORK * UNTIL 545 PM EDT * AT 514 PM EDT...NATIONAL WEATHER SERVICE DOPPLER RADAR INDICATED A   SEVERE THUNDERSTORM NEAR WYNANTSKILL...OR ABOUT 3 MILES EAST OF   TROY...MOVING EAST AT 15 MPH. * THE SEVERE THUNDERSTORM WILL BE NEAR...   AVERILL PARK AND RAYMERTOWN AT 525 PM EDT   GRAFTON AND BERLIN AT 545 PM EDT THIS IS A DANGEROUS STORM. IF YOU ARE IN ITS PATH YOU SHOULD PREPARE FOR DAMAGING WINDS IN EXCESS OF 55 MPH...LARGE HAIL...AND VERY HEAVY RAIN. PEOPLE OUTSIDE SHOULD MOVE TO A SUBSTANTIAL SHELTER NOW. ",0
5981,"WORLD WIDE WORDS         ISSUE 303          Saturday 17 August 2002
-------------------------------------------------------------------
Sent each Saturday to 15,000+ subscribers in at least 119 countries
Editor: Michael Quinion, Thornbury, Bristol, UK      ISSN 1470-1448
 
-------------------------------------------------------------------
 IF YOU RESPOND TO THIS MAILING, REMEMBER TO CHANGE THE OUTGOING
   ADDRESS TO ONE OF THOSE IN THE 'CONTACT ADDRESSES' SECTION.
Contents
-------------------------------------------------------------------
1. Feedback, notes and comments.
2. Turns of Phrase: Asian Brown Cloud.
3. Weird Words: Pyknic.
4. Q&A: Mash note.
5. Endnote.
A. Subscription commands.
B. Contact addresses.
1. Feedback, notes and comments
-------------------------------------------------------------------
MACHINIMA  My reputation for small errors continues to grow (I am
keeping quiet about the big ones) with a misprint in last week's
piece on this word. In the sentence giving the etymology, of all
places, I misspelled it ""mechanima"", thus confusing everybody.APPETITE OVER TIN CUP  Several replies came in about this saying,
confirming that variations on it and other ways of saying ""head
over heels"" are widely known, especially ""ass over appetite"" from
the US, where ""appetite"" may be a transferred term for the mouth.
But the specific form that Maria Jessup Robinson was asking about,
""appetite over tin cup"", seems not to be known much at all. It
would seem to be a conflation of the British expression ""arse over
teakettle"" and the American ""ass over appetite"" (note my deliberate
use of the two spellings of ""arse"" here!). The saying was probably
modified because at the time it was created a tea kettle was an
item less common in America than in Britain. Even in Britain these
days it is obsolete as a fixed term except within this expression,
which itself is now not very common.BUMBERSHOOT  Several subscribers have pointed out that the word is
in the lyric of a song sung by Dick Van Dyke in the film ""Chitty
Chitty Bang Bang"":  Me ol' bam-boo, me ol' bam-boo
  You'd better never bother with me ol' bam-boo
  You can have me hat or me bumbershoot
  But you'd better never bother with me ol' bam-booIt may be one reason why some Americans, not familiar with the word
in their own country, have come to believe it must be British.OLOGIES AND ISMS  The publication date of my book has been moved
back a week in the UK to 29 August. A review by Jonathon Green is
scheduled for the issue of 31 August (assuming nobody changes the
date again). See  for
more details and UK ordering information.
2. Turns of Phrase: Asian Brown Cloud
-------------------------------------------------------------------
As though we didn't have enough to worry about weather-wise, what
with global warming, the ozone hole, and the new El NiÃ±o season,
UN scientists have now identified this new threat to the world's
climate. It is a cloud of smog three kilometres deep, enveloping
the whole of southern Asia - a soup of industrial pollutants,
carbon monoxide from vehicle exhausts and particles of soot from
burning forests and millions of rural cooking fires. It blocks 15%
of sunlight, which reduces crop yields. It also creates acid rain,
leads to respiratory illnesses, reduces rainfall and causes extreme
weather events. Because the cloud is capable of being dispersed
rapidly around the world, it may affect a much wider area than just
Asia. The term ""Asian Brown Cloud"" seems to have been around for a
couple of years in scientific circles, but came to prominence this
week in a report prepared by a team of international climatologists
at the UN Environment Programme in preparation for the World Summit
on Sustainable Development in Johannesburg next week. The good
news, they say, is that unlike other causes of pollution and
climate change, this one is curable if Asians can shift to more
efficient ways of burning fuels.The ""Asian Brown Cloud,"" a 2-mile-thick blanket of pollution over
South Asia, may be causing the premature deaths of half a million
people in India each year, deadly flooding in some areas and
drought in others, a new U.N.-sponsored study indicates.
                                   [""Los Angeles Times"", Aug. 2002]A UN-backed study released on Friday said the ""Asian Brown Cloud"" -
a vast haze of pollution stretching across South Asia - is damaging
agriculture, modifying rainfall patterns and endangering the
population.
                                [""Agence France Presse"", Aug. 2002]
3. Weird Words: Pyknic  /'pIknIk/
-------------------------------------------------------------------
Short and fat.Nothing to do with al-fresco meals, though it is said the same way
as ""picnic"".In the early years of the twentieth century the German psychiatrist
Ernst Kretschmer examined criminals to try to tie their physical
shape and constitution to their personalities and mental illnesses.
Tall and thin ones he called ""asthenic"" (or ""leptosomic"") and
considered them to be the sort that commits fraud and petty theft.
A second set were athletic types with well-developed muscles, whom
he concluded, unsurprisingly, were more likely to be violent. The
third sort were the ""pyknic"" ones, who seemed to be a mixture of
the other two kinds so far as their criminal tendencies were
concerned. He took ""pyknic"" from Greek ""puknos"", thick or close-
packed; it appeared first in his book ""KÃ¶rperbau und Charakter""
(Physique and Character) in 1921, from where it soon moved into
English.The American psychologist William Sheldon built on and modified
Kretschmer's ideas, coming up with the three terms to describe body
types - ""endomorph"", ""mesomorph"" and ""ectomorph"" - that are now
more common. He considered Kretschmer's pyknic type to be a mixture
of the endomorph (with a soft round body tending to put on fat, the
Santa Claus type) and the mesomorph (with a compact, powerful, and
athletic body tending to the Tarzan or Mr Universe type) and came
up with the phrase ""pyknic practical joke"" to describe a person who
is muscular in early life but who later goes pear-shaped and
balloons out into obesity.
4. Q&A
-------------------------------------------------------------------
Q. A friend and I were reading a recent article in the ""New York
Times"" that made mention of a ""mash note"". I had never heard this
term before, but I extrapolated that it is some sort of love note.
Is there a more specific meaning than a simple love note? And can
you give some insight as to the origin of the term? [Jane
Rosenthal, California]A. You're right about the meaning of the phrase.We have to go back some way to find the origin. The first form was
the word ""mash"" by itself. This was a slang term in the US in the
1870s for an infatuation or crush (a magazine in 1877 defined it as
""a deep but fleeting affection of the heart""). A ""mash"" could also
be a dandy or the object of one's affection (of either sex) or - as
a verb - to make amorous advances to a member of the opposite sex,
to flirt or seduce. A ""masher"" was a man who thought himself
irresistible to the female sex but whose advances were often
unwelcome.The evidence collected by Professor Lighter in the ""Random House
Historical Dictionary of American Slang"" and by others suggests
that it was originally a term used in and around the theatre.
Charles Godfrey Leland (best known for his ""Hans BreitmannÂ’s
Ballads"" about a German immigrant) wrote a note above his poem,
""The Masher"", dated about 1895, confirming this:  The word to ""mash,"" in the sense of causing love or
  attracting by a glance or fascinating look, came into
  ordinary slang from the American stage. Thus an actress
  was often fined for ""mashing"" or smiling at men in the
  audience.""Mash"" and its derivatives crossed the Atlantic to Britain about
1880. ""Masher"" in particular became a term in London society,
especially among the more raffish supper-club and theatre-going
classes, for a type of fashionable male. The Oxford English
Dictionary defines it (with a distinctly maidenly air of drawing
away its collective skirts) as ""a fop of affected manners and
exaggerated style of dress who frequented music-halls and
fashionable promenades and who posed as a 'lady-killer'"", noting
that the word had been common ""in 1882 and for a few years after"".
In a letter from London in the old ""Overland Monthly and Out West
Magazine"" in 1889, a correspondent described a member of an
impoverished theatrical company: ""This dashing youth was distinctly
conscious of his fascinations for the buxom maids who sighed beside
us, and the airy and elegant nonchalance of the glances that
superbly took them in would be a lesson for champion 'mashers' of a
far higher class"".A ""mash note"" (in its first appearances, ""mash letter"") was an
obvious enough extension: a love letter. It is recorded first in
1880 and - as you have discovered - is still doing well.Where ""mash"" and its relatives come from has been a subject of
debate. It is sometimes said that it is from the standard English
word meaning to make soft by one of various means, with its obvious
reference to rendering the object of one's attentions pliable and
yielding. Max Beerbohm, writing in London in 1894 (mashers were
still around then, despite the OED's comment) remarked that some
people derived it from ""Ma ChÃ¨re"", ""the mode of address used by the
gilded youth to the barmaids of the period"". But he thought it
really came from ""the chorus of a song, which, at that time, had a
great vogue in the music-halls: 'I'm the slashing, dashing, mashing
Montmorency of the day.'"" We're pretty sure now that he was wrong,
but he could hardly know that.Back to Charles Leland again. Apart from his humorous writings, he
also researched and wrote a great deal about the Romany language as
well as Gypsy songs and customs. The following note from the
introduction to the poem gives an origin that is now widely
accepted:  It was introduced by the well-known gypsy family of actors,
  C., among whom Romany was habitually spoken. The word
  ""masher"" or ""mash"" means in that tongue to allure, delude,
  or entice. It was doubtless much aided in its popularity by
  its quasi-identity with the English word. But there can be
  no doubt as to the gypsy origin of ""mash"" as used on the
  stage. I am indebted for this information to the late well-
  known impresario Palmer of New York, and I made a note of
  it years before the term had become at all popular.Though defunct in British English, ""mash"" and ""masher"" have never
quite gone away in America. ""Mash"" had a resurgence of popularity
as student slang in the 1980s in the sense of necking or petting,
though that may be a back-formation from ""mash note"".
5. Endnote
-------------------------------------------------------------------
""A Spanish lady asked an acquaintance during a visit to Ireland
whether there was a word in his language similar to 'manaÃ±a'. The
Irishman thought for a moment, then said: 'Sure there is, but it
doesn't have the same sense of urgency.'"" [Traditional Irish joke.]
A. Subscription commands
-------------------------------------------------------------------
To leave the list, change your subscription address, or subscribe,
please visit .Or, you can send a message to 
from the address at which you are (or want to be) subscribed:  To leave, send: SIGNOFF WORLDWIDEWORDS
  To join, send: SUBSCRIBE WORLDWIDEWORDS First-name Last-name
B. Contact addresses
-------------------------------------------------------------------
Do not use the address that comes up when you hit 'Reply' on this
mailing, or your message will be sent to an electronic dead-letter
office. Either create a new message, or change the outgoing 'To:'
address to one of these:  For general comments, especially responses to Q&A pieces:
      .
  For questions intended for reply in a future Q&A feature:
      .-------------------------------------------------------------------
World Wide Words is copyright (c) Michael Quinion 2002.  All rights
reserved. The Words Web site is at .
-------------------------------------------------------------------
You may reproduce this newsletter in whole or in part in other free
media online provided that you include this note and the copyright
notice above. Reproduction in print media or on Web sites requires
prior permission: contact .
-------------------------------------------------------------------",0
